scenario	inference_runtime	inference_idealized_runtime	inference_runtime_discrepancy	num_tokens_in_prompt	num_tokens	num_output_tokens	exact_match	y=x
babi_qa:task=7,model=openai_text-curie-001	0.1626140242	0.0517826087	0.1108314155	543.6086957	1	1	0.347826087	0.1626140242
babi_qa:task=7,model=ai21_j1-jumbo	0.5180985409	0.153826087	0.364272454	411	1	1	0.652173913	0.5180985409
babi_qa:task=7,model=ai21_j1-grande	1.713184191			411	1	1	0.3043478261	1.713184191
babi_qa:task=7,model=ai21_j1-large	0.5423222521	0.04339130435	0.4989309478	411	1	1	0.3913043478	0.5423222521
babi_qa:task=8,model=openai_davinci	0.324293147	0.1775652174	0.1467279296	442.6956522	1	1	0.7826086957	0.324293147
babi_qa:task=8,model=openai_curie	0.1590656301	0.04639130435	0.1126743258	442.6956522	1	1	0.347826087	0.1590656301
babi_qa:task=8,model=openai_text-davinci-002	0.3152220664	0.1775652174	0.137656849	442.6956522	1	1	0.8695652174	0.3152220664
babi_qa:task=8,model=openai_text-davinci-001	0.1533855874	0.1775652174	-0.02417963003	442.6956522	1	1	0.652173913	0.1533855874
babi_qa:task=8,model=openai_text-curie-001	0.1650269032	0.04639130435	0.1186355988	442.6956522	1	1	0.5652173913	0.1650269032
babi_qa:task=8,model=ai21_j1-jumbo	0.543286365	0.1386521739	0.4046341911	338.0434783	1	1	0.6956521739	0.543286365
babi_qa:task=8,model=ai21_j1-grande	1.975559691			338.0434783	1	1	0.652173913	1.975559691
babi_qa:task=8,model=ai21_j1-large	0.378868953	0.03582608696	0.3430428661	338.0434783	1	1	0.6086956522	0.378868953
babi_qa:task=9,model=openai_davinci	0.4494533021	0.1508695652	0.2985837368	370.3478261	1	1	0.8260869565	0.4494533021
babi_qa:task=9,model=openai_curie	0.1507612519	0.03860869565	0.1121525562	370.3478261	1	1	0.6086956522	0.1507612519
babi_qa:task=9,model=openai_text-davinci-002	0.3298406912	0.1508695652	0.178971126	370.3478261	1	1	1	0.3298406912
babi_qa:task=9,model=openai_text-davinci-001	0.1727191469	0.1508695652	0.02184958168	370.3478261	1	1	0.7391304348	0.1727191469
babi_qa:task=9,model=openai_text-curie-001	0.1535315514	0.03860869565	0.1149228557	370.3478261	1	1	0.7826086957	0.1535315514
babi_qa:task=9,model=ai21_j1-jumbo	0.3735524675	0.1126521739	0.2609002936	258.2608696	1	1	0.9130434783	0.3735524675
babi_qa:task=9,model=ai21_j1-grande	1.448749024			258.2608696	1	1	0.7826086957	1.448749024
babi_qa:task=9,model=ai21_j1-large	0.3786899318	0.03060869565	0.3480812361	258.2608696	1	1	0.7391304348	0.3786899318
babi_qa:task=10,model=openai_davinci	0.3136673388	0.1404347826	0.1732325562	334.2608696	1	1	0.6956521739	0.3136673388
babi_qa:task=10,model=openai_curie	0.148660722	0.03556521739	0.1130955046	334.2608696	1	1	0.5652173913	0.148660722
babi_qa:task=10,model=openai_text-davinci-002	0.2634647929	0.1404347826	0.1230300103	334.2608696	1	1	0.7391304348	0.2634647929
babi_qa:task=10,model=openai_text-davinci-001	0.1550315981	0.1404347826	0.01459681552	334.2608696	1	1	0.5652173913	0.1550315981
babi_qa:task=10,model=openai_text-curie-001	0.1600560416	0.03556521739	0.1244908242	334.2608696	1	1	0.4782608696	0.1600560416
babi_qa:task=10,model=ai21_j1-jumbo	0.3684056531	0.104826087	0.2635795661	240.1304348	1	1	0.7391304348	0.3684056531
babi_qa:task=10,model=ai21_j1-grande	1.849485988			240.1304348	1	1	0.6086956522	1.849485988
babi_qa:task=10,model=ai21_j1-large	0.3336322619	0.02930434783	0.304327914	240.1304348	1	1	0.4782608696	0.3336322619
babi_qa:task=11,model=openai_davinci	0.3478281809	0.1755652174	0.1722629635	421.3478261	1	1	0.7826086957	0.3478281809
babi_qa:task=11,model=openai_curie	0.1574727038	0.046	0.1114727038	421.3478261	1	1	0.5217391304	0.1574727038
babi_qa:task=11,model=openai_text-davinci-002	0.3133953654	0.1755652174	0.137830148	421.3478261	1	1	0.9130434783	0.3133953654
babi_qa:task=11,model=openai_text-davinci-001	0.1723879317	0.1755652174	-0.003177285733	421.3478261	1	1	0.6956521739	0.1723879317
babi_qa:task=11,model=openai_text-curie-001	0.162133051	0.046	0.116133051	421.3478261	1	1	0.6086956522	0.162133051
babi_qa:task=11,model=ai21_j1-jumbo	0.4045308673	0.1345217391	0.2700091282	308.1304348	1	1	0.9565217391	0.4045308673
babi_qa:task=11,model=ai21_j1-grande	1.475606773			308.1304348	1	1	0.8695652174	1.475606773
babi_qa:task=11,model=ai21_j1-large	0.4022764019	0.03443478261	0.3678416193	308.1304348	1	1	0.652173913	0.4022764019
babi_qa:task=12,model=openai_davinci	0.3413335137	0.1566521739	0.1846813398	383.3043478	1	1	0.4782608696	0.3413335137
babi_qa:task=12,model=openai_curie	0.1542003051	0.04034782609	0.113852479	383.3043478	1	1	0.652173913	0.1542003051
babi_qa:task=12,model=openai_text-davinci-002	0.3345702938	0.1566521739	0.1779181199	383.3043478	1	1	0.8695652174	0.3345702938
babi_qa:task=12,model=openai_text-davinci-001	0.1791939217	0.1566521739	0.0225417478	383.3043478	1	1	0.6086956522	0.1791939217
babi_qa:task=12,model=openai_text-curie-001	0.1559046248	0.04034782609	0.1155567987	383.3043478	1	1	0.4782608696	0.1559046248
babi_qa:task=12,model=ai21_j1-jumbo	0.4523968178	0.133	0.3193968178	276.2608696	1	1	0.7826086957	0.4523968178
babi_qa:task=12,model=ai21_j1-grande	1.865639345			276.2608696	1	1	0.8695652174	1.865639345
babi_qa:task=12,model=ai21_j1-large	0.3486293813	0.034	0.3146293813	276.2608696	1	1	0.6956521739	0.3486293813
babi_qa:task=13,model=openai_davinci	0.3319237854	0.1380434783	0.1938803072	319.7391304	1	1	0.9130434783	0.3319237854
babi_qa:task=13,model=openai_curie	0.1478534885	0.03486956522	0.1129839233	319.7391304	1	1	1	0.1478534885
babi_qa:task=13,model=openai_text-davinci-002	0.3665140401	0.1380434783	0.2284705618	319.7391304	1	1	0.9565217391	0.3665140401
babi_qa:task=13,model=openai_text-davinci-001	0.1674379162	0.1380434783	0.02939443796	319.7391304	1	1	0.8695652174	0.1674379162
babi_qa:task=13,model=openai_text-curie-001	0.1509009652	0.03486956522	0.1160313999	319.7391304	1	1	0.9565217391	0.1509009652
babi_qa:task=13,model=ai21_j1-jumbo	1.129186983	0.09856521739	1.030621765	225.826087	1	1	1	1.129186983
babi_qa:task=13,model=ai21_j1-grande	1.304157485			225.826087	1	1	1	1.304157485
babi_qa:task=13,model=ai21_j1-large	0.3504688532	0.02826086957	0.3222079837	225.826087	1	1	1	0.3504688532
babi_qa:task=14,model=openai_davinci	0.4316708212	0.1761304348	0.2555403864	432.3478261	1	1	0.6086956522	0.4316708212
babi_qa:task=14,model=openai_curie	0.163165787	0.04613043478	0.1170353522	432.3478261	1	1	0.5217391304	0.163165787
babi_qa:task=14,model=openai_text-davinci-002	0.313679239	0.1761304348	0.1375488042	432.3478261	1	1	0.8695652174	0.313679239
babi_qa:task=14,model=openai_text-davinci-001	0.1724089229	0.1761304348	-0.003721511924	432.3478261	1	1	0.6956521739	0.1724089229
babi_qa:task=14,model=openai_text-curie-001	0.1613515875	0.04613043478	0.1152211527	432.3478261	1	1	0.5652173913	0.1613515875
babi_qa:task=14,model=ai21_j1-jumbo	0.4098480059	0.1357391304	0.2741088754	314.5217391	1	1	0.8695652174	0.4098480059
babi_qa:task=14,model=ai21_j1-grande	2.484499144			314.5217391	1	1	0.8695652174	2.484499144
babi_qa:task=14,model=ai21_j1-large	0.3547596413	0.0347826087	0.3199770326	314.5217391	1	1	0.652173913	0.3547596413
babi_qa:task=15,model=openai_davinci	0.264883145	0.175	0.08988314504	463.8695652	1	1	0.4782608696	0.264883145
babi_qa:task=15,model=openai_curie	0.1574302445	0.046	0.1114302445	463.8695652	1	1	0.1739130435	0.1574302445
babi_qa:task=15,model=openai_text-davinci-002	0.3089481851	0.175	0.1339481851	463.8695652	1	1	0.6956521739	0.3089481851
babi_qa:task=15,model=openai_text-davinci-001	0.166891212	0.175	-0.008108787951	463.8695652	1	1	0.3043478261	0.166891212
babi_qa:task=15,model=openai_text-curie-001	0.1633592585	0.046	0.1173592585	463.8695652	1	1	0.1304347826	0.1633592585
babi_qa:task=15,model=ai21_j1-jumbo	0.5331266237	0.14	0.3931266237	330.3913043	1	1	0.347826087	0.5331266237
babi_qa:task=15,model=ai21_j1-grande	1.705191871			330.3913043	1	1	0.4347826087	1.705191871
babi_qa:task=15,model=ai21_j1-large	0.3692261032	0.036	0.3332261032	330.3913043	1	1	0.3913043478	0.3692261032
babi_qa:task=16,model=openai_davinci	0.2937217795	0.175	0.1187217795	436.5652174	1	1	0.6086956522	0.2937217795
babi_qa:task=16,model=openai_curie	0.1605365898	0.046	0.1145365898	436.5652174	1	1	0.3913043478	0.1605365898
babi_qa:task=16,model=openai_text-davinci-002	0.3289388366	0.175	0.1539388366	436.5652174	1	1	0.4347826087	0.3289388366
babi_qa:task=16,model=openai_text-davinci-001	0.1752643378	0.175	0.0002643377885	436.5652174	1	1	0.347826087	0.1752643378
babi_qa:task=16,model=openai_text-curie-001	0.1635334906	0.046	0.1175334906	436.5652174	1	1	0.4782608696	0.1635334906
babi_qa:task=16,model=ai21_j1-jumbo	0.4736243227	0.14	0.3336243227	351	1	1	0.4347826087	0.4736243227
babi_qa:task=16,model=ai21_j1-grande	2.133106284			351	1	1	0.6086956522	2.133106284
babi_qa:task=16,model=ai21_j1-large	0.4154398338	0.036	0.3794398338	351	1	1	0.652173913	0.4154398338
babi_qa:task=17,model=openai_davinci	0.4038039338	0.135	0.2688039338	264.3636364	1	1	0.5909090909	0.4038039338
babi_qa:task=17,model=openai_curie	0.1449349794	0.034	0.1109349794	264.3636364	1	1	0.6818181818	0.1449349794
babi_qa:task=17,model=openai_text-davinci-002	0.3023070964	0.135	0.1673070964	264.3636364	1	1	0.7727272727	0.3023070964
babi_qa:task=17,model=openai_text-davinci-001	0.1700299653	0.135	0.03502996531	264.3636364	1	1	0.7272727273	0.1700299653
babi_qa:task=17,model=openai_text-curie-001	0.1493182399	0.034	0.1153182399	264.3636364	1	1	0.6818181818	0.1493182399
babi_qa:task=17,model=ai21_j1-jumbo	0.53801361	0.09154545455	0.4464681554	190.8636364	1	1	0.5909090909	0.53801361
babi_qa:task=17,model=ai21_j1-grande	1.591221799			190.8636364	1	1	0.6818181818	1.591221799
babi_qa:task=17,model=ai21_j1-large	0.3554713401	0.02709090909	0.328380431	190.8636364	1	1	0.6818181818	0.3554713401
babi_qa:task=18,model=openai_davinci	0.3417886496	0.1893636364	0.1524250132	496.4090909	1	1	0.8636363636	0.3417886496
babi_qa:task=18,model=openai_curie	0.1750892401	0.04863636364	0.1264528764	496.4090909	1	1	0.8181818182	0.1750892401
babi_qa:task=18,model=openai_text-davinci-002	0.3354372653	0.1893636364	0.1460736289	496.4090909	1	1	1	0.3354372653
babi_qa:task=18,model=openai_text-davinci-001	0.1695328409	0.1893636364	-0.01983079546	496.4090909	1	1	0.8636363636	0.1695328409
babi_qa:task=18,model=openai_text-curie-001	0.162907492	0.04863636364	0.1142711284	496.4090909	1	1	0.7272727273	0.162907492
babi_qa:task=18,model=ai21_j1-jumbo	0.4176790064	0.14	0.2776790064	352.2272727	1	1	0.6818181818	0.4176790064
babi_qa:task=18,model=ai21_j1-grande	1.919195381			352.2272727	1	1	0.7272727273	1.919195381
babi_qa:task=18,model=ai21_j1-large	0.4230926145	0.036	0.3870926145	352.2272727	1	1	0.7727272727	0.4230926145
babi_qa:task=19,model=openai_davinci	0.2978503393	0.176	0.1218503393	404	1	1	0	0.2978503393
babi_qa:task=19,model=openai_curie	0.1656656265	0.046	0.1196656265	404	1	1	0	0.1656656265
babi_qa:task=19,model=openai_text-davinci-002	0.4219342626	0.176	0.2459342626	404	1	1	0	0.4219342626
babi_qa:task=19,model=openai_text-davinci-001	0.1657796528	0.176	-0.0102203472	404	1	1	0	0.1657796528
babi_qa:task=19,model=openai_text-curie-001	0.1663911446	0.046	0.1203911446	404	1	1	0	0.1663911446
babi_qa:task=19,model=ai21_j1-jumbo	0.6300643838	0.133	0.4970643838	284.6521739	1	1	0	0.6300643838
babi_qa:task=19,model=ai21_j1-grande	1.22052882			284.6521739	1	1	0	1.22052882
babi_qa:task=19,model=ai21_j1-large	0.3664164647	0.034	0.3324164647	284.6521739	1	1	0	0.3664164647
babi_qa:task=20,model=openai_davinci	0.328965393	0.1650909091	0.1638744839	398.1363636	1	1	0.7272727273	0.328965393
babi_qa:task=20,model=openai_curie	0.1612743898	0.04281818182	0.118456208	398.1363636	1	1	0.7272727273	0.1612743898
babi_qa:task=20,model=openai_text-davinci-002	0.355791753	0.1650909091	0.1907008439	398.1363636	1	1	1	0.355791753
babi_qa:task=20,model=openai_text-davinci-001	0.1735363548	0.1650909091	0.008445445754	398.1363636	0.9545454545	0.9545454545	0.8181818182	0.1735363548
babi_qa:task=20,model=openai_text-curie-001	0.1602753834	0.04281818182	0.1174572016	398.1363636	0.9545454545	0.9545454545	0.7727272727	0.1602753834
babi_qa:task=20,model=ai21_j1-jumbo	0.6070189693	0.1365	0.4705189693	322.2727273	1	1	0.9090909091	0.6070189693
babi_qa:task=20,model=ai21_j1-grande	1.731937343			322.2727273	1	1	0.7727272727	1.731937343
babi_qa:task=20,model=ai21_j1-large	0.3953309926	0.035	0.3603309926	322.2727273	1	1	0.7272727273	0.3953309926
babi_qa:task=1,model=anthropic_stanford-online-helpful-v4-s3	0.8579454629	0.06808695652	0.7898585064	232.5217391	1	1	0.6956521739	0.8579454629
babi_qa:task=2,model=anthropic_stanford-online-helpful-v4-s3	1.204563742	0.1215217391	1.083042003	559.2173913	1	1	0.4782608696	1.204563742
babi_qa:task=3,model=anthropic_stanford-online-helpful-v4-s3	2.224395814	0.3587168478	1.865678966	1974.565217	1	1	0.2608695652	2.224395814
babi_qa:task=4,model=anthropic_stanford-online-helpful-v4-s3	0.8065562041	0.066	0.7405562041	213	1	1	0.5652173913	0.8065562041
babi_qa:task=5,model=anthropic_stanford-online-helpful-v4-s3	1.377573708	0.1881304348	1.189443273	940.9130435	1	1	0.9565217391	1.377573708
babi_qa:task=6,model=anthropic_stanford-online-helpful-v4-s3	0.8607693029	0.1054347826	0.7553345203	428.2173913	1	1	0.8260869565	0.8607693029
babi_qa:task=7,model=anthropic_stanford-online-helpful-v4-s3	1.143254747	0.1180434783	1.025211268	543.6086957	1	1	0.8695652174	1.143254747
babi_qa:task=8,model=anthropic_stanford-online-helpful-v4-s3	0.8828850103	0.1064347826	0.7764502277	442.6956522	1	1	0.8695652174	0.8828850103
babi_qa:task=9,model=anthropic_stanford-online-helpful-v4-s3	0.8560734417	0.08773913043	0.7683343113	370.3478261	1	1	0.9130434783	0.8560734417
babi_qa:task=10,model=anthropic_stanford-online-helpful-v4-s3	0.8544082953	0.0812173913	0.773190904	334.2608696	1	1	0.8260869565	0.8544082953
babi_qa:task=11,model=anthropic_stanford-online-helpful-v4-s3	0.8523349555	0.1053043478	0.7470306076	421.3478261	1	1	0.4347826087	0.8523349555
babi_qa:task=12,model=anthropic_stanford-online-helpful-v4-s3	0.8537192759	0.09195652174	0.7617627542	383.3043478	1	1	0.5217391304	0.8537192759
babi_qa:task=13,model=anthropic_stanford-online-helpful-v4-s3	0.8381797542	0.07973913043	0.7584406237	319.7391304	1	1	0.7826086957	0.8381797542
babi_qa:task=14,model=anthropic_stanford-online-helpful-v4-s3	0.8543363343	0.105173913	0.7491624213	432.3478261	1	1	0.8260869565	0.8543363343
babi_qa:task=15,model=anthropic_stanford-online-helpful-v4-s3	0.8233835594	0.107	0.7163835594	463.8695652	1	1	0.652173913	0.8233835594
babi_qa:task=16,model=anthropic_stanford-online-helpful-v4-s3	0.8341885339	0.107	0.7271885339	436.5652174	1	1	0.347826087	0.8341885339
babi_qa:task=17,model=anthropic_stanford-online-helpful-v4-s3	0.8325253075	0.078	0.7545253075	264.3636364	1	1	0.5909090909	0.8325253075
babi_qa:task=18,model=anthropic_stanford-online-helpful-v4-s3	0.9708255421	0.1108181818	0.8600073603	496.4090909	1	1	0.9545454545	0.9708255421
babi_qa:task=19,model=anthropic_stanford-online-helpful-v4-s3	0.8001571324	0.104	0.6961571324	404	1	1	0	0.8001571324
babi_qa:task=20,model=anthropic_stanford-online-helpful-v4-s3	0.8505153439	0.09727272727	0.7532426167	398.1363636	1	1	0.9090909091	0.8505153439
legal_support:model=openai_davinci	0.5393875116	0.2287654321	0.3106220795	616.1975309	1	1		0.5393875116
legal_support:model=openai_curie	0.2415337533	0.05671604938	0.1848177039	616.1975309	1	1		0.2415337533
legal_support:model=openai_text-davinci-002	0.4434950411	0.2287654321	0.214729609	616.1975309	1	1		0.4434950411
legal_support:model=openai_text-davinci-001	0.2682056501	0.2287654321	0.03944021796	616.1975309	1	1		0.2682056501
legal_support:model=openai_text-curie-001	0.2484198426	0.05671604938	0.1917037932	616.1975309	1	1		0.2484198426
legal_support:model=ai21_j1-jumbo	0.6402578648	0.1590061728	0.481251692	423.6851852	1	1		0.6402578648
legal_support:model=ai21_j1-grande	1.96143158			423.6851852	1	1		1.96143158
legal_support:model=ai21_j1-large	0.6195041397	0.04579012346	0.5737140163	423.6851852	1	1		0.6195041397
entity_matching:dataset=Beer,model=openai_davinci	0.4967321564	0.2206043956	0.2761277608	576.0549451	1	1	0.8901098901	0.4967321564
entity_matching:dataset=Beer,model=openai_curie	0.1753743166	0.053	0.1223743166	539.0549451	1	1	0.7142857143	0.1753743166
entity_matching:dataset=Beer,model=openai_text-davinci-002	0.6158048137	0.541	0.07480481372	539.0549451	5	5	0.956043956	0.6158048137
entity_matching:dataset=Beer,model=openai_text-davinci-001	0.1835019274	0.298	-0.1144980726	539.0549451	2	2	0.8791208791	0.1835019274
entity_matching:dataset=Beer,model=openai_text-curie-001	0.1844344925	0.149	0.03543449251	539.0549451	5	5	0.8461538462	0.1844344925
entity_matching:dataset=Beer,model=ai21_j1-jumbo	0.6640715992	0.2518461538	0.4122254454	515.8131868	2	2	0.8681318681	0.6640715992
entity_matching:dataset=Beer,model=ai21_j1-grande	2.918141614			515.8131868	2	2	0.8791208791	2.918141614
entity_matching:dataset=Beer,model=ai21_j1-large	0.4897831456	0.07515384615	0.4146292994	515.8131868	2	2	0.8571428571	0.4897831456
entity_matching:dataset=Abt_Buy,model=openai_davinci	0.6291779986	0.2996496815	0.3295283171	879.0636943	1	1	0.821656051	0.6291779986
entity_matching:dataset=Abt_Buy,model=openai_curie	0.1922206317	0.08644585987	0.1057747718	935.0636943	1	1	0.4394904459	0.1922206317
entity_matching:dataset=Abt_Buy,model=openai_text-davinci-002	0.7153157231	0.6408535032	0.07446221993	935.0636943	5	5	0.9044585987	0.7153157231
entity_matching:dataset=Abt_Buy,model=openai_text-davinci-001	0.1958655445	0.3994012739	-0.2035357293	935.0636943	2.01910828	2.01910828	0.872611465	0.1958655445
entity_matching:dataset=Abt_Buy,model=openai_text-curie-001	0.2012110652	0.1824458599	0.01876520537	935.0636943	5	5	0.7707006369	0.2012110652
entity_matching:dataset=Abt_Buy,model=ai21_j1-jumbo	1.055347502	0.3443248408	0.7110226611	871.6815287	2	2	0.8662420382	1.055347502
entity_matching:dataset=Abt_Buy,model=ai21_j1-grande	1.732218474			871.6815287	2	2	0.8598726115	1.732218474
entity_matching:dataset=Abt_Buy,model=ai21_j1-large	0.6235498015	0.1052038217	0.5183459799	871.6815287	2	2	0.8535031847	0.6235498015
entity_matching:dataset=Dirty_iTunes_Amazon,model=openai_davinci	0.6439641178	0.3930275229	0.2509365949	1171.394495	1	1	0.8256880734	0.6439641178
entity_matching:dataset=Dirty_iTunes_Amazon,model=openai_curie	0.2106056695	0.1030825688	0.1075231007	1147.394495	1	1	0.5412844037	0.2106056695
entity_matching:dataset=Dirty_iTunes_Amazon,model=openai_text-davinci-002	0.7520867925	0.7006422018	0.05144459068	1147.394495	5	5	0.9541284404	0.7520867925
entity_matching:dataset=Dirty_iTunes_Amazon,model=openai_text-davinci-001	0.2180650256	0.4576422018	-0.2395771762	1147.394495	2	2	0.752293578	0.2180650256
entity_matching:dataset=Dirty_iTunes_Amazon,model=openai_text-curie-001	0.2241047194	0.1990825688	0.02502215062	1147.394495	5	5	0.7614678899	0.2241047194
entity_matching:dataset=Dirty_iTunes_Amazon,model=ai21_j1-jumbo	1.356534647	0.4526605505	0.9038740968	1227.431193	2	2	0.8073394495	1.356534647
entity_matching:dataset=Dirty_iTunes_Amazon,model=ai21_j1-grande	1.691237706			1227.431193	2	2	0.752293578	1.691237706
entity_matching:dataset=Dirty_iTunes_Amazon,model=ai21_j1-large	0.6750253297	0.1322385321	0.5427867976	1227.431193	2	2	0.752293578	0.6750253297
entity_data_imputation:dataset=Buy,model=openai_davinci	0.4828905179	0.1673230769	0.315567441	280.4307692	1.4	1.4	0.8	0.4828905179
entity_data_imputation:dataset=Buy,model=openai_curie	0.1728762847	0.04396923077	0.1289070539	280.4307692	1.415384615	1.415384615	0.8461538462	0.1728762847
entity_data_imputation:dataset=Buy,model=openai_text-davinci-002	0.5666512599	0.4589230769	0.107728183	280.4307692	5	5	0.8307692308	0.5666512599
entity_data_imputation:dataset=Buy,model=openai_text-davinci-001	0.1494082084	0.2470769231	-0.09766871467	280.4307692	2.384615385	2.384615385	0.8153846154	0.1494082084
entity_data_imputation:dataset=Buy,model=openai_text-curie-001	0.1733925343	0.13	0.04339253426	280.4307692	5	5	0.8	0.1733925343
entity_data_imputation:dataset=Buy,model=ai21_j1-jumbo	0.5983879163	0.2094923077	0.3888956086	270.8769231	2.307692308	2.307692308	0.8307692308	0.5983879163
entity_data_imputation:dataset=Buy,model=ai21_j1-grande	1.919865183			270.8769231	2.276923077	2.276923077	0.8	1.919865183
entity_data_imputation:dataset=Buy,model=ai21_j1-large	0.4291718446	0.06381538462	0.36535646	270.8769231	2.292307692	2.292307692	0.8461538462	0.4291718446
entity_data_imputation:dataset=Restaurant,model=openai_davinci	0.5375545524	0.2728837209	0.2646708315	239.3255814	3.023255814	3.023255814	0.8372093023	0.5375545524
entity_data_imputation:dataset=Restaurant,model=openai_curie	0.1664826731	0.0776744186	0.08880825453	239.3255814	3.069767442	3.069767442	0.7906976744	0.1664826731
entity_data_imputation:dataset=Restaurant,model=openai_text-davinci-002	0.5801766972	0.3906162791	0.1895604182	239.3255814	4.476744186	4.476744186	0.8255813953	0.5801766972
entity_data_imputation:dataset=Restaurant,model=openai_text-davinci-001	0.171905013	0.352	-0.180094987	239.3255814	4	4	0.8255813953	0.171905013
entity_data_imputation:dataset=Restaurant,model=openai_text-curie-001	0.179257196	0.124	0.05525719605	239.3255814	5	5	0.8139534884	0.179257196
entity_data_imputation:dataset=Restaurant,model=ai21_j1-jumbo	0.5993437102	0.224255814	0.3750878962	230.744186	2.988372093	2.988372093	0.5930232558	0.5993437102
entity_data_imputation:dataset=Restaurant,model=ai21_j1-grande	1.492350709			230.744186	2.953488372	2.953488372	0.5930232558	1.492350709
entity_data_imputation:dataset=Restaurant,model=ai21_j1-large	0.4057210933	0.07069767442	0.3350234189	230.744186	2.779069767	2.779069767	0.7209302326	0.4057210933
code:dataset=HumanEval,model=openai_code-davinci-002	2.310145084			170.3109756	66.3902439	66.3902439		2.310145084
code:dataset=HumanEval,model=openai_code-davinci-001	2.96176162			170.3109756	67.95121951	67.95121951		2.96176162
code:dataset=HumanEval,model=openai_code-cushman-001	0.9232358278			170.3109756	91.2195122	91.2195122		0.9232358278
code:dataset=APPS,model=openai_code-davinci-002								
code:dataset=APPS,model=openai_code-davinci-001								
code:dataset=APPS,model=openai_code-cushman-001								
lsat_qa:task=all,model=openai_davinci,num_train_trials=3	0.4765908546	0.2272368421	0.2493540125	606.1644737	1	1	0.1644736842	0.4765908546
lsat_qa:task=all,model=openai_curie,num_train_trials=3	0.1786933463	0.05632894737	0.1223643989	606.1644737	1	1	0.2039473684	0.1786933463
lsat_qa:task=all,model=openai_text-davinci-002,num_train_trials=3	0.489737564	0.2272368421	0.2625007219	606.1644737	1	1	0.1644736842	0.489737564
lsat_qa:task=all,model=openai_text-davinci-001,num_train_trials=3	0.2017489185	0.2272368421	-0.02548792356	606.1644737	1	1	0.1644736842	0.2017489185
lsat_qa:task=all,model=openai_text-curie-001,num_train_trials=3	0.1753120407	0.05632894737	0.1189830933	606.1644737	1	1	0.1973684211	0.1753120407
lsat_qa:task=all,model=ai21_j1-jumbo,num_train_trials=3	0.5804149775	0.1644078947	0.4160070828	461.7368421	1	1	0.2302631579	0.5804149775
lsat_qa:task=all,model=ai21_j1-grande,num_train_trials=3	2.243272527			461.7368421	1	1	0.2171052632	2.243272527
lsat_qa:task=all,model=ai21_j1-large,num_train_trials=3	0.476972729	0.04677631579	0.4301964132	461.7368421	1	1	0.2565789474	0.476972729
lsat_qa:task=grouping,model=openai_davinci,num_train_trials=3	0.4038829803	0.2018	0.2020829803	522.4	1	1	0	0.4038829803
lsat_qa:task=grouping,model=openai_curie,num_train_trials=3	0.17247262	0.0506	0.12187262	522.4	1	1	0	0.17247262
lsat_qa:task=grouping,model=openai_text-davinci-002,num_train_trials=3	0.4617630005	0.2018	0.2599630005	522.4	1	1	0.2	0.4617630005
lsat_qa:task=grouping,model=openai_text-davinci-001,num_train_trials=3	0.1902565956	0.2018	-0.01154340439	522.4	1	1	0.4	0.1902565956
lsat_qa:task=grouping,model=openai_text-curie-001,num_train_trials=3	0.1699219704	0.0506	0.1193219704	522.4	1	1	0.2	0.1699219704
lsat_qa:task=grouping,model=ai21_j1-jumbo,num_train_trials=3	0.4713919163	0.158	0.3133919163	408.6	1	1	0	0.4713919163
lsat_qa:task=grouping,model=ai21_j1-grande,num_train_trials=3	2.235999823			408.6	1	1	0	2.235999823
lsat_qa:task=grouping,model=ai21_j1-large,num_train_trials=3	0.4428454399	0.046	0.3968454399	408.6	1	1	0	0.4428454399
lsat_qa:task=ordering,model=openai_davinci,num_train_trials=3	0.4621163368	0.221	0.2411163368	568.5	1	1	0.3	0.4621163368
lsat_qa:task=ordering,model=openai_curie,num_train_trials=3	0.1655116081	0.0542	0.1113116081	568.5	1	1	0.1	0.1655116081
lsat_qa:task=ordering,model=openai_text-davinci-002,num_train_trials=3	0.3647066355	0.221	0.1437066355	568.5	1	1	0.25	0.3647066355
lsat_qa:task=ordering,model=openai_text-davinci-001,num_train_trials=3	0.1905199409	0.221	-0.03048005915	568.5	1	1	0.3	0.1905199409
lsat_qa:task=ordering,model=openai_text-curie-001,num_train_trials=3	0.1714012265	0.0542	0.1172012265	568.5	1	1	0.1	0.1714012265
lsat_qa:task=ordering,model=ai21_j1-jumbo,num_train_trials=3	0.5883034945	0.1602	0.4281034945	439.9	1	1	0.25	0.5883034945
lsat_qa:task=ordering,model=ai21_j1-grande,num_train_trials=3	2.560016835			439.9	1	1	0.1	2.560016835
lsat_qa:task=ordering,model=ai21_j1-large,num_train_trials=3	0.4359897375	0.0461	0.3898897375	439.9	1	1	0.2	0.4359897375
lsat_qa:task=assignment,model=openai_davinci,num_train_trials=3	0.4643373706	0.2202727273	0.2440646433	566.5	1	1	0.09090909091	0.4643373706
lsat_qa:task=assignment,model=openai_curie,num_train_trials=3	0.1649688157	0.054	0.1109688157	566.5	1	1	0.1818181818	0.1649688157
lsat_qa:task=assignment,model=openai_text-davinci-002,num_train_trials=3	0.4128895998	0.2202727273	0.1926168725	566.5	1	1	0.2272727273	0.4128895998
lsat_qa:task=assignment,model=openai_text-davinci-001,num_train_trials=3	0.1947944489	0.2202727273	-0.02547827833	566.5	1	1	0.1363636364	0.1947944489
